,Date  ,Open ,High,Low,Close
47,11-Aug-22,313.0,313.45,305.3,306.25
48,12-Aug-22,306.25,309.4,304.5,308.55
49,16-Aug-22,308.55,311.5,308.55,310.55
50,17-Aug-22,311.7,313.25,311.0,312.55
51,18-Aug-22,313.0,316.0,312.6,315.65
52,19-Aug-22,316.15,316.15,311.2,312.0
53,22-Aug-22,311.2,317.0,311.0,314.4
54,23-Aug-22,312.95,316.0,312.1,315.9
55,24-Aug-22,315.75,319.45,313.05,314.1
56,25-Aug-22,315.45,316.4,311.6,312.35
57,26-Aug-22,314.75,315.4,312.0,312.9
58,29-Aug-22,310.0,314.95,308.85,313.55
59,30-Aug-22,314.25,321.4,314.25,320.5
60,01-Sep-22,319.5,321.9,316.0,317.6
61,02-Sep-22,318.7,324.25,318.05,323.15
62,05-Sep-22,325.0,329.6,323.75,328.85
63,06-Sep-22,330.0,330.0,326.4,327.15
64,07-Sep-22,326.0,328.3,325.25,326.1
65,08-Sep-22,329.0,330.6,327.5,329.9
66,09-Sep-22,330.6,333.3,330.0,330.5
67,12-Sep-22,332.0,332.4,330.0,330.9
68,13-Sep-22,331.7,335.0,330.6,334.4
69,14-Sep-22,331.0,339.0,330.95,335.35
70,15-Sep-22,336.4,337.05,332.9,334.1
71,16-Sep-22,332.35,334.6,329.7,331.3
72,19-Sep-22,329.1,336.9,329.1,335.6
73,20-Sep-22,338.75,339.6,335.0,336.0
74,21-Sep-22,336.0,345.2,335.5,340.95
75,22-Sep-22,341.0,348.75,340.9,345.05
76,23-Sep-22,347.5,349.55,343.3,346.4
77,26-Sep-22,344.85,345.95,331.75,332.6
78,27-Sep-22,335.0,339.55,334.0,334.85
79,28-Sep-22,331.95,333.3,324.3,324.95
80,29-Sep-22,329.0,334.9,327.75,333.05
81,30-Sep-22,333.05,335.75,330.15,332.2
82,03-Oct-22,332.9,333.0,323.25,324.4
83,04-Oct-22,328.7,334.0,328.0,332.85
84,06-Oct-22,335.0,339.3,332.55,336.65
85,07-Oct-22,336.8,336.85,331.3,334.1
86,10-Oct-22,330.0,331.45,326.05,327.85
87,11-Oct-22,329.0,330.45,325.1,326.3
88,12-Oct-22,327.95,331.45,324.75,330.1
89,13-Oct-22,329.95,331.3,328.0,328.65
90,14-Oct-22,332.3,333.9,330.85,332.1
91,17-Oct-22,331.1,334.75,329.6,332.25
92,18-Oct-22,333.95,341.0,333.55,340.3
93,19-Oct-22,343.1,347.45,339.8,346.35
94,20-Oct-22,347.0,350.95,344.8,349.7
95,21-Oct-22,353.2,353.2,344.5,345.6
96,24-Oct-22,348.95,349.7,347.0,347.7
97,25-Oct-22,349.45,349.5,343.65,346.3
98,27-Oct-22,346.65,348.35,343.85,345.8
99,28-Oct-22,347.55,348.6,345.1,345.8
100,31-Oct-22,348.0,350.5,344.75,348.7
101,01-Nov-22,349.25,350.5,347.2,349.5
102,02-Nov-22,348.5,356.25,348.5,354.65
103,03-Nov-22,354.0,358.5,353.0,353.7
104,04-Nov-22,354.0,356.0,352.5,353.6
105,07-Nov-22,355.0,356.35,350.0,353.5
106,09-Nov-22,353.5,361.45,353.2,360.7
107,10-Nov-22,359.0,359.9,354.1,356.0
108,11-Nov-22,360.0,360.95,354.65,356.35
109,14-Nov-22,356.35,356.95,346.6,347.2
110,15-Nov-22,348.95,348.95,339.15,345.25
111,16-Nov-22,345.7,346.85,341.65,344.1
112,17-Nov-22,344.1,347.45,342.6,343.7
113,18-Nov-22,343.7,344.75,339.8,341.05
114,21-Nov-22,339.1,340.0,334.4,337.2
115,22-Nov-22,337.0,341.0,335.7,340.25
116,23-Nov-22,342.0,342.0,337.5,339.8
117,24-Nov-22,339.8,342.5,337.55,340.75
118,25-Nov-22,341.0,341.9,337.8,340.3
119,28-Nov-22,340.0,341.75,338.75,340.05
120,29-Nov-22,340.0,345.0,340.0,342.3
121,30-Nov-22,341.25,344.15,339.0,340.0
122,01-Dec-22,341.7,341.7,336.8,339.55
123,02-Dec-22,339.35,340.8,336.75,337.15
124,05-Dec-22,337.65,338.85,334.15,336.75
125,06-Dec-22,334.1,338.2,334.1,337.3
126,07-Dec-22,338.5,341.5,336.65,340.1
127,08-Dec-22,340.2,342.15,337.5,338.4
128,09-Dec-22,339.75,342.5,338.0,341.4
129,12-Dec-22,341.0,344.0,340.1,343.2
130,13-Dec-22,344.5,346.0,342.4,345.6
131,14-Dec-22,346.0,347.35,343.75,345.4
132,15-Dec-22,344.75,346.1,338.0,338.85
133,16-Dec-22,337.5,338.9,331.3,335.1
134,19-Dec-22,336.8,342.35,335.35,340.5
135,20-Dec-22,340.05,340.95,336.75,340.15
136,21-Dec-22,341.0,341.25,334.5,335.15
137,22-Dec-22,335.65,337.4,329.9,332.45
138,23-Dec-22,330.9,331.9,325.35,326.7
139,26-Dec-22,326.5,335.1,325.5,334.6
140,27-Dec-22,335.6,336.4,330.15,333.15
141,28-Dec-22,332.85,335.0,331.5,334.4
142,29-Dec-22,334.35,335.75,331.55,335.35
143,30-Dec-22,335.4,336.75,330.5,331.55
144,02-Jan-23,330.9,334.0,329.65,332.85
145,03-Jan-23,331.5,333.35,330.25,331.1
146,04-Jan-23,331.85,332.5,326.0,327.0
147,05-Jan-23,328.65,333.9,328.2,333.45
148,06-Jan-23,334.7,337.55,333.1,335.05
149,09-Jan-23,336.95,341.3,336.15,338.05
150,10-Jan-23,337.9,338.4,332.55,333.4
151,11-Jan-23,335.1,335.1,331.3,331.8
152,12-Jan-23,333.4,333.6,328.1,329.85
153,13-Jan-23,329.85,332.25,326.4,328.75
154,16-Jan-23,330.35,332.2,327.55,330.2
155,17-Jan-23,330.2,333.5,329.1,332.25
156,18-Jan-23,334.0,336.55,332.4,334.65
157,19-Jan-23,334.0,335.65,331.65,332.15
158,20-Jan-23,332.0,335.2,329.25,334.6
159,23-Jan-23,336.0,338.15,333.05,337.75
160,24-Jan-23,337.8,340.75,337.6,338.95
161,25-Jan-23,338.9,341.0,335.25,339.25
162,27-Jan-23,341.8,348.85,341.5,346.0
163,30-Jan-23,346.9,351.75,341.85,344.8
164,31-Jan-23,346.0,355.0,341.05,352.35
165,01-Feb-23,353.0,365.7,329.1,361.4
166,02-Feb-23,361.6,384.7,360.4,378.6
167,03-Feb-23,381.9,382.25,372.0,380.65
168,06-Feb-23,382.5,388.2,379.6,383.4
169,07-Feb-23,383.9,383.9,368.45,373.25
170,08-Feb-23,374.75,377.3,371.55,375.55
171,09-Feb-23,374.0,380.0,372.15,374.25
172,10-Feb-23,372.2,376.95,370.3,371.35
173,13-Feb-23,373.0,375.15,370.0,374.2
174,14-Feb-23,375.0,387.65,373.75,386.45
175,15-Feb-23,381.75,382.85,378.55,382.2
176,16-Feb-23,382.0,385.25,381.0,382.55
177,17-Feb-23,381.05,384.55,379.25,383.4
178,20-Feb-23,384.7,387.5,381.3,384.05
179,21-Feb-23,385.0,385.9,381.7,382.25
180,22-Feb-23,382.0,384.9,380.0,383.85
181,23-Feb-23,384.45,394.0,383.1,387.6
182,24-Feb-23,389.0,389.0,381.0,385.1
183,27-Feb-23,385.1,386.8,378.1,382.2
184,28-Feb-23,382.5,384.25,375.0,376.7
185,01-Mar-23,374.25,380.4,373.6,378.7
186,02-Mar-23,379.5,379.75,374.7,375.55
187,03-Mar-23,377.0,385.4,376.1,384.95
188,06-Mar-23,385.9,392.5,385.25,388.15
189,06-Mar-23,385.9,392.5,385.25,388.15
190,08-Mar-23,388.0,393.15,385.1,392.4
191,09-Mar-23,392.1,393.6,385.65,387.5
192,10-Mar-23,386.95,390.2,383.5,388.0
193,13-Mar-23,389.2,390.9,382.5,383.65
194,14-Mar-23,385.7,386.45,377.2,379.7
195,15-Mar-23,381.0,384.3,378.0,379.4
196,16-Mar-23,380.6,382.35,376.85,381.45
197,17-Mar-23,385.0,385.0,369.65,375.55
198,20-Mar-23,373.3,379.35,372.0,378.8
199,21-Mar-23,378.8,378.8,374.05,376.95
200,22-Mar-23,376.95,378.85,374.2,377.75
201,23-Mar-23,377.0,382.75,374.4,380.65
202,24-Mar-23,381.5,383.0,378.0,378.7
203,27-Mar-23,377.95,384.4,376.35,380.2
204,28-Mar-23,380.2,382.35,378.15,379.75
205,29-Mar-23,380.2,384.0,377.15,382.75
206,31-Mar-23,382.0,384.5,380.0,383.5
207,03-Apr-23,384.0,384.0,378.5,378.9
208,05-Apr-23,378.9,387.05,378.9,386.4
209,06-Apr-23,386.65,390.3,384.2,387.35
210,10-Apr-23,387.35,390.0,384.75,388.55
211,11-Apr-23,388.55,398.1,388.0,396.0
212,12-Apr-23,397.75,397.8,392.1,393.55
213,13-Apr-23,395.5,396.6,393.7,395.6
214,17-Apr-23,392.9,402.0,392.9,400.15
215,18-Apr-23,400.0,402.0,397.0,398.5
216,19-Apr-23,396.05,401.35,396.0,398.75
217,20-Apr-23,400.0,402.65,397.7,400.3
218,21-Apr-23,400.3,409.0,399.05,408.25
219,24-Apr-23,410.0,410.0,404.2,408.7
220,25-Apr-23,408.7,413.55,407.4,411.55
221,26-Apr-23,412.0,413.0,409.05,412.25
222,27-Apr-23,412.2,417.4,411.0,416.0
223,28-Apr-23,418.0,428.25,413.7,425.55
224,02-May-23,426.0,427.0,421.2,424.45
225,03-May-23,424.0,428.5,422.05,427.15
226,04-May-23,425.3,427.0,424.0,424.6
227,05-May-23,425.95,431.9,424.35,428.75
228,08-May-23,431.0,433.45,429.35,431.45
229,09-May-23,432.8,433.15,421.5,423.8
230,10-May-23,423.95,426.35,422.2,425.35
231,11-May-23,427.25,427.4,418.9,420.4
232,12-May-23,420.4,422.7,416.05,420.45
233,15-May-23,420.0,428.7,419.05,427.8
234,16-May-23,430.0,430.0,423.5,423.95
235,17-May-23,424.15,428.95,422.6,427.6
236,18-May-23,430.0,432.45,418.1,419.7
237,19-May-23,420.95,423.1,411.35,419.85
238,22-May-23,421.95,425.75,419.1,424.75
239,23-May-23,426.0,431.2,424.2,429.15
240,24-May-23,428.3,434.75,427.0,433.5
241,25-May-23,436.95,442.45,434.8,441.15
242,26-May-23,443.4,444.75,439.5,443.6
243,29-May-23,445.0,451.8,444.1,449.1
244,30-May-23,441.0,451.45,441.0,449.9
245,31-May-23,449.3,452.0,442.45,445.5
246,01-Jun-23,447.0,447.0,439.0,439.7
247,02-Jun-23,440.0,444.9,439.8,443.4
