,Date  ,Open,High,Low,Close
75,10-Feb-23,135.7,136.85,134.5,134.95
76,13-Feb-23,138.0,138.0,133.45,133.85
77,14-Feb-23,134.25,134.5,132.5,133.4
78,15-Feb-23,133.4,135.8,133.2,134.35
79,16-Feb-23,134.75,136.4,134.55,136.15
80,17-Feb-23,135.45,136.5,134.6,135.45
81,20-Feb-23,135.6,139.3,135.05,138.25
82,21-Feb-23,139.0,145.65,138.2,144.05
83,22-Feb-23,144.05,146.4,142.65,145.5
84,23-Feb-23,145.6,145.85,141.35,142.05
85,24-Feb-23,142.8,145.75,142.15,143.85
86,27-Feb-23,144.1,144.35,141.0,143.0
87,28-Feb-23,143.0,145.0,142.0,144.55
88,01-Mar-23,144.9,148.25,143.9,147.5
89,02-Mar-23,147.8,148.8,147.0,147.8
90,03-Mar-23,148.4,149.2,145.0,145.3
91,06-Mar-23,145.45,147.8,143.6,146.7
92,08-Mar-23,146.4,149.0,145.35,148.75
93,09-Mar-23,149.55,152.2,147.4,148.15
94,10-Mar-23,145.5,150.2,145.5,148.9
95,13-Mar-23,149.35,149.65,142.65,143.2
96,14-Mar-23,143.0,146.15,142.05,145.3
97,15-Mar-23,147.2,153.8,147.2,151.45
98,16-Mar-23,151.3,152.8,148.5,152.2
99,17-Mar-23,152.85,154.6,150.6,151.4
100,20-Mar-23,150.5,151.25,147.2,150.45
101,21-Mar-23,150.5,151.95,149.45,150.15
102,22-Mar-23,150.15,151.2,149.1,149.85
103,23-Mar-23,149.45,150.4,147.15,147.95
104,24-Mar-23,147.9,147.9,142.2,142.95
105,27-Mar-23,142.95,143.0,133.5,134.15
106,28-Mar-23,133.9,134.3,127.4,127.95
107,29-Mar-23,127.3,130.5,125.8,128.6
108,31-Mar-23,129.2,131.75,127.45,127.95
109,03-Apr-23,129.65,134.45,128.9,133.85
110,05-Apr-23,134.5,136.85,132.7,136.5
111,06-Apr-23,137.5,151.9,136.75,150.85
112,10-Apr-23,150.85,153.2,148.5,152.5
113,11-Apr-23,152.5,157.0,151.2,155.95
114,12-Apr-23,156.4,157.25,153.85,155.7
115,13-Apr-23,156.0,157.1,154.25,154.8
116,17-Apr-23,154.15,154.85,152.7,154.1
117,18-Apr-23,154.5,156.85,153.0,153.85
118,19-Apr-23,153.5,154.35,152.45,152.85
119,20-Apr-23,153.1,155.15,151.6,153.85
120,21-Apr-23,153.4,154.9,152.45,153.7
