,Date  ,Open,High,Low,Close
191,10-Mar-23,50.45,50.45,49.35,49.9
192,13-Mar-23,49.9,50.25,48.0,48.15
193,14-Mar-23,48.2,48.85,47.6,48.15
194,15-Mar-23,48.85,49.05,47.4,47.7
195,16-Mar-23,47.7,48.45,46.8,48.0
196,17-Mar-23,48.5,48.75,47.5,47.95
197,20-Mar-23,47.85,48.0,46.1,47.0
198,21-Mar-23,47.4,48.05,46.85,47.75
199,22-Mar-23,47.95,48.35,47.7,47.85
200,23-Mar-23,47.65,47.9,46.7,46.85
201,24-Mar-23,47.0,47.15,45.1,45.5
202,27-Mar-23,45.5,46.0,45.0,45.55
203,28-Mar-23,45.55,45.75,44.4,44.9
204,29-Mar-23,44.9,46.65,44.6,46.3
205,31-Mar-23,46.7,47.05,46.5,46.6
206,03-Apr-23,46.85,47.45,46.6,47.35
207,05-Apr-23,47.35,47.45,46.45,46.7
208,06-Apr-23,46.7,47.8,46.45,47.2
209,10-Apr-23,47.2,47.45,46.8,47.05
210,11-Apr-23,47.65,48.1,47.15,47.25
211,12-Apr-23,47.55,47.55,46.9,47.05
212,13-Apr-23,47.1,47.95,46.8,47.75
213,17-Apr-23,47.65,48.95,47.35,48.8
214,18-Apr-23,48.85,49.5,48.6,49.1
215,19-Apr-23,49.0,49.65,48.4,48.55
216,20-Apr-23,48.6,48.85,48.3,48.6
217,21-Apr-23,48.5,48.6,47.8,48.25
218,24-Apr-23,48.5,49.35,48.25,49.25
219,25-Apr-23,49.5,50.1,49.3,49.8
220,26-Apr-23,49.7,50.5,49.3,50.25
221,27-Apr-23,50.25,50.55,50.0,50.4
222,28-Apr-23,50.6,52.5,50.5,52.25
223,02-May-23,52.55,53.1,52.4,52.75
224,03-May-23,51.95,52.95,51.8,52.55
225,04-May-23,52.75,53.5,52.5,53.35
226,05-May-23,53.35,53.85,52.2,52.35
227,08-May-23,51.5,52.7,50.6,52.1
228,09-May-23,52.45,52.55,50.05,50.25
229,10-May-23,49.65,50.0,47.9,48.5
230,11-May-23,48.8,49.25,48.4,48.5
231,12-May-23,48.5,48.8,48.05,48.55
232,15-May-23,48.5,49.1,48.25,48.95
233,16-May-23,49.3,49.85,48.8,49.0
234,17-May-23,49.15,49.5,48.5,49.3
235,18-May-23,49.6,49.7,48.35,48.45
236,19-May-23,48.85,49.6,48.35,49.25
237,22-May-23,49.85,50.75,49.7,50.55
238,23-May-23,50.75,50.95,50.3,50.6
239,24-May-23,50.25,50.8,49.8,49.9
240,25-May-23,50.05,50.05,49.35,49.65
241,26-May-23,49.75,50.5,49.7,50.35
242,29-May-23,50.65,51.35,50.3,50.8
243,30-May-23,50.8,51.55,50.65,51.45
244,31-May-23,51.4,51.95,50.9,51.85
245,01-Jun-23,51.85,52.25,51.55,51.7
246,02-Jun-23,51.8,52.5,51.8,52.3
