,Date  ,Open,High,Low,Close
49,04-Jan-23,767.5,767.5,759.4,762.25
50,05-Jan-23,762.0,781.0,760.1,763.85
51,06-Jan-23,763.8,770.85,759.05,761.35
52,09-Jan-23,765.2,768.8,761.1,766.95
53,10-Jan-23,766.95,772.8,764.55,769.25
54,11-Jan-23,772.0,772.75,755.5,759.3
55,12-Jan-23,760.0,763.85,752.0,754.25
56,13-Jan-23,755.1,757.6,750.0,752.9
57,16-Jan-23,752.1,755.0,745.1,747.25
58,17-Jan-23,744.0,752.8,741.6,750.05
59,18-Jan-23,750.0,752.7,746.55,750.5
60,19-Jan-23,750.2,752.75,737.6,738.5
61,20-Jan-23,738.0,742.9,736.0,738.45
62,23-Jan-23,739.15,743.9,734.0,742.45
63,24-Jan-23,743.85,749.5,740.0,740.9
64,25-Jan-23,740.35,742.5,731.2,740.05
65,27-Jan-23,740.05,745.9,725.7,735.25
66,30-Jan-23,736.0,740.35,727.55,735.65
67,31-Jan-23,736.0,739.4,725.05,729.5
68,01-Feb-23,737.25,748.4,731.25,740.8
69,02-Feb-23,738.8,742.75,732.8,737.15
70,03-Feb-23,737.15,741.0,720.45,726.6
71,06-Feb-23,728.4,732.5,721.0,729.75
72,07-Feb-23,731.8,734.95,722.0,728.2
73,08-Feb-23,731.85,731.85,721.1,724.4
74,09-Feb-23,724.5,726.35,720.8,721.95
75,10-Feb-23,722.0,728.0,719.15,726.6
76,13-Feb-23,726.6,729.5,716.0,717.8
77,14-Feb-23,718.0,723.75,715.0,721.0
78,15-Feb-23,721.05,729.8,717.2,728.1
79,16-Feb-23,732.2,735.5,728.1,732.6
80,17-Feb-23,731.2,734.8,724.15,726.25
81,20-Feb-23,726.95,729.45,718.6,721.8
82,21-Feb-23,725.45,730.0,722.05,726.2
83,22-Feb-23,726.0,734.0,719.85,721.45
84,23-Feb-23,722.95,724.95,715.0,716.1
85,24-Feb-23,717.0,721.35,713.6,716.15
86,27-Feb-23,720.0,720.5,700.0,710.3
87,28-Feb-23,712.0,717.75,705.55,715.3
88,01-Mar-23,712.95,716.9,709.55,715.25
89,02-Mar-23,716.85,718.35,705.85,707.35
90,03-Mar-23,709.0,713.25,706.2,709.85
91,06-Mar-23,713.0,718.75,709.95,713.6
92,08-Mar-23,713.0,723.2,710.8,720.5
93,09-Mar-23,722.85,722.85,708.1,709.25
94,10-Mar-23,707.0,710.2,701.35,704.4
95,13-Mar-23,705.0,707.3,691.75,694.15
96,14-Mar-23,696.0,700.0,689.45,693.3
97,15-Mar-23,696.0,699.95,686.6,687.55
98,16-Mar-23,689.0,696.45,689.0,694.0
99,17-Mar-23,698.0,708.65,694.4,706.2
100,20-Mar-23,691.0,706.75,691.0,702.6
101,21-Mar-23,704.1,706.0,700.0,700.9
102,22-Mar-23,701.0,716.2,701.0,710.9
103,23-Mar-23,711.55,713.95,705.8,707.15
104,24-Mar-23,707.0,709.7,698.85,702.35
105,27-Mar-23,706.9,707.4,697.2,699.35
106,28-Mar-23,690.0,699.65,690.0,696.05
107,29-Mar-23,696.05,703.0,694.8,697.55
108,31-Mar-23,700.15,711.0,698.55,708.85
109,03-Apr-23,710.0,718.5,709.3,717.05
110,05-Apr-23,717.0,728.4,715.0,727.4
111,06-Apr-23,727.3,731.45,722.5,730.5
112,10-Apr-23,727.0,730.65,720.0,720.65
113,11-Apr-23,725.95,725.95,715.7,717.3
114,12-Apr-23,720.9,723.6,716.35,718.4
115,13-Apr-23,722.0,723.7,717.65,719.6
116,17-Apr-23,717.0,719.25,711.5,713.2
117,18-Apr-23,716.2,719.9,706.7,707.05
118,19-Apr-23,708.0,708.9,698.25,700.85
119,20-Apr-23,699.0,704.4,696.45,703.4
120,21-Apr-23,703.4,705.0,697.0,700.4
